association,rank_within_direction,ensembl_gene_id,symbol,spearman_rho,p_value,BH_FDR,RNA_direction,RNA_average_post_log2FC,RNA_average_post_FDR
Positive,175,ENSMUSG00000102051,I830127L07Rik,0.912870929175277,0.000589839222437634,0.0169865272721578,lower,-1.62926707537562,0.00000223820403911719
Positive,175,ENSMUSG00000047485,Klhl34,0.912870929175277,0.000589839222437634,0.0169865272721578,lower,-1.48462692317381,0.000418816128743013
Positive,175,ENSMUSG00000040569,Slc26a7,0.912870929175277,0.000589839222437634,0.0169865272721578,lower,-2.04325265117276,0.0000000898671438043632
Positive,175,ENSMUSG00000048572,Tmem252,0.912870929175277,0.000589839222437634,0.0169865272721578,lower,-2.51854353496463,0.000000000000000624965166007221
Positive,184,ENSMUSG00000028125,Abca4,0.9,0.000943062322340328,0.0217395336065526,lower,-1.4310202013029,0.0000000000574061955564846
Positive,184,ENSMUSG00000033453,Adamts15,0.9,0.000943062322340328,0.0217395336065526,lower,-3.06027495371161,0.000000000000000000831756391398858
Positive,184,ENSMUSG00000061603,Akap6,0.9,0.000943062322340328,0.0217395336065526,lower,-1.48217286480054,0.0000000000000000000000000000000000000000000000400451740447698
Positive,184,ENSMUSG00000020173,Cobl,0.9,0.000943062322340328,0.0217395336065526,lower,-1.31679407120728,0.000000000000000000000000000000000181075013377458
Positive,184,ENSMUSG00000034898,Filip1,0.9,0.000943062322340328,0.0217395336065526,lower,-2.90312909863582,0.000000000000000000000000046173883891053
Positive,184,ENSMUSG00000022584,Ly6c2,0.9,0.000943062322340328,0.0217395336065526,lower,-1.85428754928876,0.000000000000000000000000000229606904090143
Positive,184,ENSMUSG00000023341,Mx2,0.9,0.000943062322340328,0.0217395336065526,lower,-1.39848388416117,0.00000666910709142023
Positive,184,ENSMUSG00000066392,Nrxn3,0.9,0.000943062322340328,0.0217395336065526,lower,-1.87986119653901,0.0000000000143356187474863
Positive,184,ENSMUSG00000064147,Rab44,0.9,0.000943062322340328,0.0217395336065526,lower,-1.86751259269393,0.000000000674107821554675
Positive,184,ENSMUSG00000060913,Trim55,0.9,0.000943062322340328,0.0217395336065526,lower,-1.93689142462253,0.000000000000000000000000000000000000000000000193648312149658
Negative,1,ENSMUSG00000031654,Cbln1,-0.966666666666667,0.0000215503127483578,0.00279194748306962,higher,1.23765369537776,0.0000000000886012731238845
Negative,1,ENSMUSG00000027070,Lrp2,-0.966666666666667,0.0000215503127483578,0.00279194748306962,higher,1.56320866250374,0.0000000000000000000412569479622946
Negative,3,ENSMUSG00000076441,Ass1,-0.95,0.0000876252396508624,0.00654191495381655,higher,1.06884711340539,0.000000000000000000000000000000000000730012364817194
Negative,4,ENSMUSG00000001349,Cnn1,-0.933333333333333,0.000235899812159415,0.0110776776995236,higher,1.40592269874883,0.000000000000000113309669314017
Negative,4,ENSMUSG00000109167,Gm44652,-0.933333333333333,0.000235899812159415,0.0110776776995236,higher,1.14354450731113,0.000121837501261059
Negative,6,ENSMUSG00000037010,Apln,-0.916666666666667,0.000506619066305208,0.0163383285538257,higher,1.48866642622165,0.000000000000000000000554441364899322
Negative,6,ENSMUSG00000024232,Bambi,-0.916666666666667,0.000506619066305208,0.0163383285538257,higher,1.63798694911181,0.00000000829991208697252
Negative,6,ENSMUSG00000028337,Coro2a,-0.916666666666667,0.000506619066305208,0.0163383285538257,higher,1.54164853066995,0.000000000000000393871164945624
Negative,6,ENSMUSG00000099998,Gm6501,-0.916666666666667,0.000506619066305208,0.0163383285538257,higher,1.00688049958995,0.000552801204906513
Negative,10,ENSMUSG00000031075,Ano1,-0.9,0.000943062322340328,0.0217395336065526,higher,2.04948227539776,0.000000000000000000000000000000000771267120312296
